lower_super_output_area,names,population_density,population_density_log,household_composition_couple_household_without_dependent_children,household_composition_other_multi_person_household,tenure_owned_outright,tenure_owned_with_a_mortgage_or_loan,dwelling_type_whole_house_or_bungalow_detached,dwelling_type_flat_maisonette_or_apartment,economic_activity_employment_rate,qualifications_highest_level_of_qualification_apprenticeship,qualifications_highest_level_of_qualification_other_qualifications,health_fair_health,health_bad_or_very_bad_health,road_casualties_2011_total
E01003625,Newham 015A,31.9,3.462606 ,12.4,33.9,13.2,26.2,12.3,32.1,47.9,0.6,20.7,10.9,5.3,8
E01003626,Newham 015B,10.3,2.332144 ,17.6,37.6,20.7,30,9.7,20.1,50.6,0.6,18.3,10.3,4,0
E01003627,Newham 015C,7.6,2.028148 ,18.1,32.9,26.4,24.1,12.4,21.8,48.9,0.6,18,12.4,4.5,0
E01003628,Newham 015D,9.3,2.230014 ,20.7,34.5,23.1,34.3,11.6,8.5,50.6,1.1,15.8,10.8,5.3,3
E01003629,Newham 015E,6.5,1.871802 ,16.4,27.7,19.1,22.9,10.3,37.9,47.5,0.9,20.6,12.1,5.6,0
E01003552,Newham 016A,10.6,2.360854 ,17.5,27.2,15.6,20,6.2,49.1,51.8,0.8,17.5,12.1,5.2,0
E01003596,Newham 016B,11.2,2.415914 ,13.2,26.7,16.1,20.3,4.1,52.3,54.6,1.1,16.2,13.2,5.6,16
E01003597,Newham 016C,9,2.197225 ,13.1,29.9,19.6,22.5,6.8,43.1,50.7,1.1,15.1,12.4,5.8,0
E01003635,Newham 016D,39.7,3.681351 ,19.6,32.6,24.5,20.5,8.1,28.4,59.9,0.9,16.3,11.6,4.7,7
E01003568,Newham 017A,11,2.397895 ,17.3,35.4,28.8,21.9,9.3,30.2,45.2,1,16.8,12.4,6.1,0
E01003569,Newham 017B,10.5,2.351375 ,13,44.4,19.6,18.7,6.2,42.9,41.6,0.4,19.1,12.1,5.5,11
E01003573,Newham 017C,10,2.302585 ,14.6,35.6,25.5,24.7,12.3,24.1,44.8,0.5,17.3,12.8,6,8
E01003574,Newham 017D,18.9,2.939162 ,14.8,31.6,19.3,18.9,7.4,46,46.5,0.5,16.9,11.8,6.6,4
E01003520,Newham 018A,13,2.564949 ,14.1,33.8,15.6,17.3,9.7,35.3,43.9,0.6,15.3,12.6,6.3,9
E01003521,Newham 018B,13.6,2.610070 ,14.8,39.8,14.6,19.7,7.5,40,51.9,0.2,19,8.7,4,3
E01003522,Newham 018C,7.8,2.054124 ,12.7,31.8,18.2,25.3,13.4,23.8,46.3,1.1,17.1,10.2,4.9,1
E01003525,Newham 018D,12.9,2.557227 ,15,37.6,19.8,22.2,8.7,28.1,50.4,0.5,19.1,11.5,4.7,24
E01003526,Newham 018E,10.7,2.370244 ,12.4,31.8,21.3,29.3,7.9,29.6,45.7,1,16,11.6,6.4,1
E01003488,Newham 019A,13,2.564949 ,10.8,18.1,7.3,9.6,4.2,69.3,43.5,1.4,12.6,12.9,9.2,1
E01003489,Newham 019B,12.3,2.509599 ,10,28.1,8.1,12.3,6.9,57.6,40.8,0.6,18,12.2,7.2,0
E01003490,Newham 019C,10.1,2.312535 ,11.9,25.2,13.5,25,10.5,32,48.2,1,15.1,12.4,4.9,3
E01003524,Newham 019D,8.8,2.174752 ,14.2,26.8,19.7,17.9,8.6,37,43.6,0.8,17.4,10.9,5.8,9
E01003631,Newham 020A,16.6,2.809403 ,20.6,18.7,7.3,19.8,5,52.2,56.7,1.3,15.2,11.2,5.6,1
E01003632,Newham 020B,13.7,2.617396 ,17.2,30.2,16,28.4,9.4,24.2,58.1,1.3,19.1,11.2,4.4,1
E01003633,Newham 020C,9.6,2.261763 ,9.2,17.5,3.4,10.7,3.6,76.1,47.4,1.9,11.7,13.7,6.6,1
E01003634,Newham 020D,14.5,2.674149 ,16.3,22.6,5.6,16.8,4.9,51.5,49.2,1.1,12.1,12.8,6.7,3
E01003636,Newham 020E,19.6,2.975530 ,13.1,19.9,7.1,13.8,2.2,69.1,51.6,1.4,14.7,11.1,6.3,9
E01003598,Newham 021A,7.2,1.974081 ,10,19.3,5.8,8.2,3.8,71.5,45.4,0.7,13.6,11.8,6.3,0
E01003600,Newham 021B,11,2.397895 ,10.7,17.1,8.1,13.3,3.9,68.1,50.3,0.8,12.3,11.9,6.7,1
E01003630,Newham 021C,10.4,2.341806 ,13.5,23.3,6.7,11.1,4.3,67.6,54.8,1.2,14.7,12,5.7,7
E01003637,Newham 021D,9.4,2.240710 ,16.7,30.7,18,18.5,6.5,33.2,54.9,0.7,17.6,11.4,5.3,0
E01003491,Newham 022A,10.4,2.341806 ,14.1,31.7,14.1,15.2,7.7,50.3,41.5,1,19.1,13.4,6.6,3
E01003592,Newham 022B,14.6,2.681022 ,13.3,28.1,18.2,24.7,7.2,33.4,53.2,1.3,18.3,13.4,5.9,3
E01003599,Newham 022C,13.4,2.595255 ,10.9,29.3,14.5,15.8,7.2,51.4,45.4,0.3,15.7,13.5,5.2,1
E01003606,Newham 022D,16.5,2.803360 ,13.8,26.4,16.1,27.3,10.2,26.3,50.7,1,17,10.6,5.4,9
E01003535,Newham 023A,49.9,3.910021 ,12.8,17.5,4.9,21.7,5.3,55,46,1.3,9.9,16.7,7.4,23
E01003536,Newham 023B,17.5,2.862201 ,16.1,20.1,15.6,31.6,11.4,14.5,53,1.3,14.6,11.1,5.4,11
E01003621,Newham 023C,6.7,1.902108 ,14.5,30.5,17.2,30.8,15.1,8.5,47.3,1,18.5,11.3,4.3,0
E01003622,Newham 023D,24.2,3.186353 ,13.1,25.2,12.1,22.8,7.2,50.9,47,0.9,12,11.2,5.2,35
E01003623,Newham 023E,27.2,3.303217 ,12.2,25.5,10.6,26.7,7.3,26,43.3,0.7,14.6,12.1,6,0
E01003523,Newham 024A,20.6,3.025291 ,14.5,23.8,16.9,24.1,6.7,47.1,48.6,1.7,17.5,12.1,6.5,17
E01003527,Newham 024B,16.4,2.797281 ,18.9,18.2,22.5,40.9,6.9,11.2,57.3,1.6,12.5,10.8,4.5,5
E01003537,Newham 024C,19.4,2.965273 ,14.8,22.5,18.3,37.3,8.4,18.7,56.3,2,15.3,9.8,4.8,3
E01003542,Newham 024D,13.4,2.595255 ,14.5,16,12.1,18.9,4.6,55.8,48.9,1.6,15.7,12.3,6.8,3
E01003624,Newham 024E,14.3,2.660260 ,17.2,23.5,16.2,25.8,8.9,26.1,49.8,1.7,14.6,13.3,6.1,1
E01003492,Newham 025A,9.5,2.251292 ,17.2,31.5,22,30.6,11.7,13.9,48.9,1.5,17.4,11.1,5.5,4
E01003493,Newham 025B,14,2.639057 ,16.8,27.2,18.2,22.1,6.9,39.6,47.5,0.7,17.1,11.3,5.5,5
E01003494,Newham 025C,10.6,2.360854 ,15.8,22.2,20.2,39.7,7.7,9.3,56,1.4,14.2,10.8,4.3,2
E01003495,Newham 025D,11.9,2.476538 ,20.6,21.1,20.9,47.2,8.4,5.2,59.6,1.5,15.1,9.7,3.6,2
E01003594,Newham 026A,11.6,2.451005 ,15.6,26.9,9.8,22.8,7.9,34.5,50.6,1.1,15.1,11,7.2,1
E01003595,Newham 026B,9.3,2.230014 ,11.7,22.2,8.8,13.6,4.6,60.3,51,2.2,15.8,12.5,6.9,8
E01003602,Newham 026C,11.9,2.476538 ,14.4,31.4,16.4,26.9,7.1,29.2,57.6,1.2,15.9,11.2,5.4,13
E01003607,Newham 026D,12.6,2.533697 ,14.8,24.8,10.7,17.1,5.6,42.8,54.7,1.2,16.7,10.6,5.6,5
E01003496,Newham 027A,18.9,2.939162 ,12,23,4.1,12.5,3.4,74.3,54.7,0.8,13.6,10.2,5.1,3
E01003498,Newham 027B,23.3,3.148453 ,13.5,19.3,6.7,15.7,5,61.4,51.9,1.5,16,14.2,5.6,0
E01003500,Newham 027C,73.2,4.293195 ,16.3,19.1,7.1,20.1,5.8,33.6,55.3,1.4,16.1,13.2,5.1,9
E01003593,Newham 027D,10.9,2.388763 ,10.6,20,8.8,15.2,6.7,45.5,47.8,0.9,14.1,12.8,6.2,3
E01003601,Newham 028A,35.4,3.566712 ,14.5,21,13,23.7,5.9,33.2,50.9,1.3,11.8,10.9,6.2,12
E01003603,Newham 028B,20.3,3.010621 ,17.1,22.6,18.6,36.9,8.2,11.4,54.2,1.7,18,10.3,5.3,11
E01003605,Newham 028C,10.6,2.360854 ,13.3,22.4,15.6,22.7,5.7,48,48.7,1.2,15.7,13.6,5,8
E01003608,Newham 028D,9.3,2.230014 ,21,21.6,17.8,37,8.4,16.6,59.8,1.5,17.2,10.3,3.8,1
E01003538,Newham 029A,17.4,2.856470 ,13,24.8,12.1,24.5,5.7,52.4,51.1,1.4,13.3,11.9,5.7,8
E01003539,Newham 029B,24.8,3.210844 ,14.7,25,16.7,33.5,8.3,25,56.3,1.8,15.8,11,5.2,2
E01003540,Newham 029C,20.8,3.034953 ,11.1,18.8,11.3,22.4,8.3,48.2,49.8,1.7,14,13.1,6.5,17
E01003541,Newham 029D,16.1,2.778819 ,16.3,25.3,18.9,34,12.2,14.2,53.7,1,14,10,5,0
E01003499,Newham 030A,17,2.833213 ,11,17.7,8.5,12.3,4.5,67.2,47.4,1.6,15.3,15,8.4,3
E01003501,Newham 030B,15.9,2.766319 ,15.5,21.7,10.6,21.1,5.2,46.6,52.5,1,16.8,13.1,6.9,1
E01003502,Newham 030C,15.1,2.714695 ,15.4,22,9,17.3,5.4,59.7,51.5,0.9,17.5,12.8,6.6,11
E01003503,Newham 030D,14.8,2.694627 ,10.8,17.3,4.8,10.5,2.9,80.6,47.4,1,13.2,14.9,7.2,10
E01003507,Newham 031A,14.2,2.653242 ,14.7,20.9,14.3,21.2,4.8,48.3,54,1.8,13.7,13.2,6.5,9
E01003508,Newham 031B,13.1,2.572612 ,11.9,23.4,12.3,14.6,6.6,42.7,48.8,1.1,14.1,11.5,5.9,6
E01003509,Newham 031C,10.4,2.341806 ,12.1,20,4.9,10.2,8,56.8,55,1,17.4,11.3,7.1,3
E01003604,Newham 031D,22.1,3.095578 ,12.7,21.7,10.6,24.6,9.2,24.3,55.3,1.2,16.5,10.5,4.6,18
E01003483,Newham 032A,24.5,3.198673 ,16.5,16.3,6.3,15,6.4,26.5,51,1.5,12.9,12,8.4,1
E01003484,Newham 032B,10.1,2.312535 ,16.8,20.7,8.3,31.6,5.2,41.1,65.4,0.6,19.8,7.9,3.8,0
E01003516,Newham 032C,13.5,2.602690 ,12.6,18.3,5.4,12.3,7.9,52.1,50.5,1.4,14.1,12.4,7.8,5
E01003518,Newham 032D,18.1,2.895912 ,17.3,20.7,13.9,38.3,14.5,16.5,64.8,0.9,17,9.8,3.9,2
E01003519,Newham 032E,6.2,1.824549 ,17.8,26.9,13.4,21.7,9.5,31.3,58.1,1.2,18.8,9.4,4.6,0
E01003480,Newham 033A,28.5,3.349904 ,16.8,17.5,7.3,20.5,11.7,35.9,43.4,1.2,15.5,9.3,4.7,3
E01003482,Newham 033B,359.8,5.885548 ,16.7,22.5,4.5,24.4,4.9,69.7,62.6,0.9,16.5,9.4,3.2,47
E01003486,Newham 033C,21.9,3.086487 ,12.5,11.6,0.9,5.3,7,41.9,42.5,1.6,9.5,17.2,10.2,8
E01003487,Newham 033D,12.4,2.517696 ,11.1,16.5,3.5,11.8,7.2,38.6,48.2,1,12.8,13.6,6.3,0
E01003497,Newham 034A,68.1,4.220977 ,15.4,22.5,9.5,15.6,9,27,54.2,1.3,15.3,13.1,8.6,12
E01003506,Newham 034D,10.6,2.360854 ,16.2,21.3,6.7,15.3,3.8,50.9,49.5,1.8,11.4,14.4,7.8,3
E01033574,Newham 034F,13.4,2.595255 ,27.5,22.6,3.6,13.5,0.3,98.9,79.2,0.4,9.5,4.3,1.1,2
E01033575,Newham 034G,15.4,2.734368 ,32.3,21.5,1.8,8.8,0.5,99,77.1,0.4,12.5,4.2,0.4,0
E01033576,Newham 034H,37.8,3.632309 ,25.1,22.2,7,15,1.2,85.3,66.8,1,12.4,8.6,4.6,9
E01033584,Newham 034I,15.1,2.714695 ,16.8,16.8,5,10.3,3.5,68.3,53.1,0.6,13.1,12.2,6.1,1
E01033585,Newham 034J,29.3,3.377588 ,15.4,22.3,4.9,10.3,3.1,78.7,53.2,1.2,12.4,11.6,6.7,8
E01003479,Newham 035A,30.2,3.407842 ,19.4,13.7,11.6,26.8,7,28.9,64.2,1.3,16.9,9.7,4.7,0
E01003481,Newham 035B,52,3.951244 ,18.6,18.2,7.8,21.8,5.1,30.6,42.6,1,16.2,10.5,6.4,7
E01003485,Newham 035C,15.2,2.721295 ,17.7,20,13.9,30.4,20.4,22.6,63.1,0.9,18.8,10,4.5,2
E01003513,Newham 035D,35.8,3.577948 ,16.7,21.9,11.1,35.3,13.9,16.8,61.9,1.3,18,8.1,3.7,4
E01003511,Newham 036A,9.2,2.219203 ,13.7,19.5,5.3,10.4,4.4,60.4,45.8,1.4,11.8,12.7,7,1
E01003512,Newham 036B,12.9,2.557227 ,14.6,20.4,10.2,20.8,7.3,28.6,52.7,2.2,14,11,8.2,1
E01003514,Newham 036C,17.8,2.879198 ,15,19.7,5.8,17.9,9.9,36.9,56.3,1.6,12,11.7,6.8,2
E01003515,Newham 036D,74.6,4.312141 ,13.2,13.1,6,11.9,3.2,71.9,52.7,0.8,11.8,13.2,6.6,10
E01003517,Newham 036E,27.5,3.314186 ,15.4,15.5,5.3,19.3,10.1,39.3,54.9,2.1,12.3,11.2,6.5,14
E01003609,Newham 037A,94,4.543295 ,17.6,20.7,5.8,15.5,2.4,70.8,60.7,1.7,12.5,9.1,4.3,5
E01003611,Newham 037C,15,2.708050 ,11,13,4.7,10.6,1,89.7,51.8,1.4,11.9,9.9,5.5,3
E01033577,Newham 037E,65.8,4.186620 ,20.4,27.1,5.8,19.9,4.2,67.1,71.1,1,11.3,7.4,2.8,5
E01033580,Newham 037F,8.4,2.128232 ,25,29.7,6.7,28.8,1.2,76.6,81.4,0.4,13.4,6.2,1.6,0
E01033581,Newham 037G,131.3,4.877485 ,17.4,17.6,6.6,17.6,3.7,63.1,57.3,0.9,13.1,10.6,5.9,1
E01033582,Newham 037H,16.3,2.791165 ,22.7,21.9,4.3,30.4,0.9,87,76.8,0.6,14.8,4.7,1.2,2
E01004029,Southwark 001A,10.8,2.379546 ,23.2,25.9,10.4,21.9,0.7,75.1,74.5,0.9,10.4,6.8,2,0
E01004032,Southwark 001B,13.7,2.617396 ,26.6,29.6,14,30.7,3.1,54.9,73.1,1,9.4,5.7,1.5,2
E01004053,Southwark 001C,14.8,2.694627 ,27.7,19.5,14.4,35.5,0.9,73.7,77.8,1.3,7.8,6.2,2,1
E01004054,Southwark 001D,12.3,2.509599 ,30.8,21.1,13.8,37,0.9,72.1,80.1,0.6,9,5.4,2.1,1
E01004055,Southwark 001E,19.7,2.980619 ,23.8,14.6,6,11.3,3.1,31.5,54,2.5,8,15.3,9.1,0
E01003927,Southwark 002A,28.3,3.342862 ,22.9,21.8,5.4,16.2,0.4,88.3,60.7,0.6,7.7,8.4,4.2,20
E01003929,Southwark 002B,23.5,3.157000 ,27.7,20.5,8.8,15,0.7,96.5,73.3,0.6,6.6,9.1,2.9,32
E01003934,Southwark 002C,23.5,3.157000 ,21.1,13.9,13.6,16.5,0.7,94.6,65.1,0.8,6.8,12.4,6.1,19
E01003935,Southwark 002D,14.1,2.646175 ,22.8,14.9,5.5,13.5,0.4,88.8,44.5,0.8,8.6,9.5,5,5
E01003939,Southwark 002E,15.3,2.727853 ,21.3,25.2,8.3,15.2,0.3,98.4,71.1,1,7.4,8.1,2.3,7
E01003976,Southwark 003A,12,2.484907 ,15.9,24.3,5.7,16.7,0.5,92.5,66.8,0.4,9.2,9.4,4.3,9
E01004027,Southwark 003E,30.2,3.407842 ,18.4,24.9,6.5,14.1,0.5,97.7,67.2,0.8,7.9,8.7,4.4,39
E01032637,Southwark 003F,4,1.386294 ,36.7,13.6,10.1,27.9,0,99,77.9,0.3,7,2.6,0.5,0
E01032638,Southwark 003G,4.1,1.410987 ,33.1,17.2,18.4,31.1,0.3,94.3,86.2,0.5,7.5,5.3,1,0
E01032640,Southwark 003H,4.4,1.481605 ,36.3,17.4,16.1,26.8,0.2,95.4,86.3,0.4,6.7,3.7,1.1,2
E01032646,Southwark 003I,12.3,2.509599 ,27.4,27.5,8.5,20.9,0.5,95.6,80.1,0.4,6,6.3,2.4,3
E01032803,Southwark 003J,6,1.791759 ,26.7,30.4,8.2,23.3,0.1,98.3,80.9,0.1,7,4.1,2,0
E01032834,Southwark 003K,3.5,1.252763 ,32.9,12.6,18,24,0,99.4,85.7,0.5,6.8,3,1.5,1
E01003975,Southwark 004A,8.2,2.104134 ,14.5,18.3,3.9,10.3,0.6,91.5,56.3,1.5,10.9,10.8,5.6,1
E01003978,Southwark 004B,13.9,2.631889 ,17.8,22.9,5.7,22.2,0.3,95.2,66.6,1.3,8.9,9.7,3.4,1
E01004022,Southwark 004C,23.2,3.144152 ,22.8,18.8,8.1,14.6,1,80.8,65.2,0.7,10.6,11.4,5.6,9
E01004023,Southwark 004D,11.4,2.433613 ,16.9,16.6,9.7,15.4,1.3,78.6,59.5,1.9,9.7,14.7,8.1,4
E01004028,Southwark 004E,12,2.484907 ,13.2,23.7,3.8,13,0.1,98.6,62.4,1.6,9.7,10.2,5.6,4
E01003938,Southwark 006A,7.7,2.041220 ,15.1,25.4,5.4,12,0.7,96,62.7,1.1,7.9,9.4,5,4
E01003940,Southwark 006B,5.4,1.686399 ,9.5,21.9,3.4,11.6,0.5,96.3,54.7,1.2,10.7,10.8,5.7,2
E01003941,Southwark 006C,9.4,2.240710 ,25.9,25.4,7.7,24,0.3,94.6,70.1,0.8,8.5,8.3,3.8,11
E01003942,Southwark 006D,11.9,2.476538 ,11.9,23.4,4.3,12.8,1.1,93.2,44.2,1.3,10.2,10.6,5.4,5
E01003979,Southwark 006E,16.7,2.815409 ,19.2,21.9,6.1,17.3,0.2,90.8,60.5,1.1,7.4,13.3,4.8,13
E01003981,Southwark 006F,19,2.944439 ,15.9,26.3,4.9,10.1,1.1,95.3,55.1,0.9,7.4,8.2,4.9,3
E01004030,Southwark 007A,9.4,2.240710 ,21.3,19.3,7.7,16.4,1.1,85,67.5,0.8,8.2,11.1,5.9,3
E01004031,Southwark 007B,42.6,3.751854 ,22.4,22.4,9.7,21.4,1.3,75.8,60.6,1.1,10.7,9.4,5.4,12
E01004033,Southwark 007C,14.5,2.674149 ,14.6,20,3.3,11.2,1.2,93.2,59.5,1.4,10.2,13,7,16
E01004034,Southwark 007D,13.2,2.580217 ,16.7,19.1,4.6,13.7,0.6,96.8,59.1,1.3,11.3,11.6,4.7,6
E01004036,Southwark 007E,9.7,2.272126 ,13.5,20.3,4.3,7.9,0.2,93,54,0.8,13.2,10.5,4.6,18
E01004056,Southwark 008A,18.8,2.933857 ,24.8,20.6,7.1,21.9,2.4,70.8,69.1,0.7,9.7,8.7,5.3,0
E01004057,Southwark 008B,24.4,3.194583 ,25.7,13.5,17.5,24,4.1,42.7,70.1,2.3,8.4,9.4,4.9,0
E01004058,Southwark 008C,14,2.639057 ,31.3,22.6,16,31.9,0.5,81.7,81.7,0.7,8.5,5.7,0.7,1
E01004059,Southwark 008D,31.4,3.446808 ,28.4,33.7,14,27.2,2.2,63.7,75.7,0.4,8.6,4.2,0.9,1
E01004060,Southwark 008E,9.8,2.282382 ,18.7,22.5,6.2,15.9,0.1,93.3,64,1.2,9,10.7,5.8,0
E01003936,Southwark 009A,9.4,2.240710 ,26.8,32.8,8.5,17.8,0.2,88.4,50,0.2,5.2,4.1,1.3,1
E01003937,Southwark 009B,9.6,2.261763 ,20.8,32.4,9.1,18,0.3,96.7,69.8,0.4,8.6,6.8,2.3,6
E01003943,Southwark 009C,6.1,1.808289 ,10,26.6,4,10.4,0.5,97.3,55.5,0.9,10.7,11.3,5.8,0
E01032720,Southwark 009F,17,2.833213 ,12.6,27.2,4.8,9.4,0.6,97.9,54.6,0.9,14,8.5,4.1,28
E01003977,Southwark 010A,12.9,2.557227 ,17.3,16,5.5,15.5,1.3,88.4,56.5,1.6,9.8,14.1,7.1,1
E01004037,Southwark 010B,14.8,2.694627 ,19.4,18,3.9,20.6,0.8,94.4,62.4,1.3,14.2,7.9,4.6,7
E01004038,Southwark 010C,21.5,3.068053 ,15.2,19.2,2.4,14.8,2.8,68.6,64.1,1.2,12,8,2.8,7
E01004042,Southwark 010D,14.8,2.694627 ,17.3,17.3,6.2,8.7,0.8,85.6,52,1.8,9.6,16.5,8.2,6
E01004043,Southwark 010E,12,2.484907 ,25.4,17.2,19.5,21.7,3.1,28.5,60.1,1.6,8.7,13.5,6.4,3
E01003986,Southwark 011A,18,2.890372 ,13.3,12.9,3.1,5.8,2.5,80.6,52.2,0.4,10.4,17.2,7.6,8
E01003987,Southwark 011B,13.7,2.617396 ,17,14.9,3.7,8.9,2.5,68.7,53.5,1.2,9.4,15.3,7.1,2
E01004024,Southwark 011C,12,2.484907 ,11.6,18.9,3.8,10.3,0.5,94.4,54,1.6,13.7,12.4,6.7,2
E01004035,Southwark 011D,22.4,3.109061 ,15.6,16.9,6.1,9,1.9,73.6,56.4,1.8,13,13.6,7.6,3
E01003960,Southwark 012A,12.7,2.541602 ,21.5,25.5,6.9,16.8,1.7,72.7,57.5,1.1,7.8,9.4,4.6,10
E01003961,Southwark 012B,12,2.484907 ,13,19.2,4.2,9.1,1.2,88.6,50.4,1.5,11.1,13.5,9.1,5
E01003994,Southwark 012E,14.1,2.646175 ,16.2,25.6,4.7,14.8,1.4,78.1,57,1.6,10.7,11.6,6.4,18
E01032722,Southwark 012F,19.7,2.980619 ,17.6,24.6,3.9,9.3,1.2,87.5,59,1.3,10.6,11.5,6.2,25
E01003980,Southwark 013A,19.4,2.965273 ,14.4,23.1,4,7.9,1.9,71.9,49.8,1.8,10,12.7,6.6,4
E01004039,Southwark 013B,8.6,2.151762 ,20.5,23.2,8.5,27.2,4.2,71.1,60,0.4,12.7,8.3,3.5,0
E01004040,Southwark 013C,11,2.397895 ,9.3,19.9,1.9,5.1,1.2,93.7,54,0.6,12.2,12,6.1,5
E01004041,Southwark 013D,7.7,2.041220 ,14,15.3,4.3,8.2,1.4,80.5,56.4,1.4,13.6,13,5.7,1
E01004044,Southwark 013E,7,1.945910 ,15.3,18,6.7,14.6,1.1,83.7,53.6,2.2,10.5,13,6,2
E01003992,Southwark 014A,7.4,2.001480 ,10,22.9,6.9,10.2,1,90.2,53.4,1.6,11.2,11.5,4.6,1
E01003995,Southwark 014B,6.4,1.856298 ,14.9,13.1,8,13.7,0.3,89.1,64,1.2,9.6,11.6,7.4,2
E01003998,Southwark 014D,9.4,2.240710 ,19.8,22.6,11.2,18.8,2.1,64.8,67.4,1.4,6.7,11.3,7.1,4
E01003999,Southwark 014E,8.8,2.174752 ,16.9,22.4,8.3,19.9,0.8,75.6,66.5,1,10.2,10.2,5.3,0
E01032639,Southwark 014F,8.9,2.186051 ,22.5,31.1,3.9,15.8,0.9,84.9,61,1.1,11,9.1,4.1,15
E01032719,Southwark 014G,4.2,1.435085 ,12.8,20.9,6.6,9.5,0.6,94.7,55,2.1,11.3,10.8,6.4,12
E01003964,Southwark 015A,44.3,3.790985 ,16.2,24.1,7.3,13,3.9,65.5,58.6,1.3,13.6,11.3,4.9,22
E01003966,Southwark 015B,10.2,2.322388 ,14.1,26.6,4.4,8.3,1.3,87.4,51.2,1,14.8,10.8,5,22
E01003968,Southwark 015C,5.3,1.667707 ,10.9,19.8,4.4,5.5,1.1,96.2,49.8,1.3,12.2,13.1,6.5,3
E01003971,Southwark 015D,6.4,1.856298 ,10.4,20.1,3.1,7.1,0.7,97.9,48.7,1.2,11,11.3,5.2,3
E01003974,Southwark 015E,5.6,1.722767 ,14.1,17,4.7,7.8,0.6,90.8,51.5,1.6,12.5,11.9,7.1,1
E01003963,Southwark 016A,5.9,1.774952 ,10,19.9,3.2,8.6,0.4,94.8,51.8,0.8,12.6,12.1,6.3,1
E01003967,Southwark 016B,5.8,1.757858 ,12.3,27.7,2.7,6.7,0.5,95.1,54.4,1.1,15.9,11.5,5.1,0
E01003970,Southwark 016C,20,2.995732 ,12.3,16.9,6.2,6.7,0.7,78,51.8,1.4,13.1,12.6,5.7,4
E01003972,Southwark 016D,7.3,1.987874 ,16.4,20.6,3.5,10.1,0.7,86.6,60.4,1.4,9.5,9.8,4.4,0
E01003973,Southwark 016E,8.9,2.186051 ,13.3,18.9,1.6,6.4,0.7,94.1,61.4,0.9,11.9,11.5,4.8,11
E01003923,Southwark 017A,11.9,2.476538 ,14.8,27.8,7.4,19.7,1.8,74.5,66,1.3,9.3,8.2,4.8,7
E01003969,Southwark 017B,28.4,3.346389 ,18.6,28.3,10.1,19.1,1.1,77.1,63.3,1.2,12,8.8,4,11
E01003991,Southwark 017C,7.9,2.066863 ,14.7,20.2,8.1,13.1,1.1,78.1,54.2,1.9,9.7,18.1,9.8,0
E01003993,Southwark 017D,8.6,2.151762 ,11.4,21.7,4,11,0.3,98.8,55.7,0.9,13.6,11,5.1,1
E01003997,Southwark 017E,7.6,2.028148 ,15.3,25.8,10.6,22.9,1.2,72.5,59.3,1.2,9.4,12.1,4,4
E01003983,Southwark 018A,11.7,2.459589 ,11.4,22.3,3.3,5.8,1,93.9,47.6,0.6,11.3,13.1,5.2,5
E01003988,Southwark 018B,38.7,3.655840 ,13.5,19.2,7.1,12.1,2.7,71.2,54,1.1,12,12.9,6.1,13
E01003989,Southwark 018C,24.5,3.198673 ,8.2,20.1,2.2,10.4,1.5,89.9,52,0.9,11.7,9.6,3.6,24
E01003990,Southwark 018D,14.3,2.660260 ,11.7,20,5.9,10.1,1.7,77.1,53.1,0.9,10.2,12.5,6.2,8
E01004007,Southwark 018E,8,2.079442 ,11.2,18.6,1.1,11,1.4,80.4,50.9,1.1,10.2,12.3,6.3,1
E01003912,Southwark 019A,8.2,2.104134 ,10.9,18.2,1.8,4.4,1.6,89.4,47.9,1,11,12.5,6.5,1
E01004011,Southwark 019B,11.4,2.433613 ,10.9,20.4,1.1,13.1,2.5,75.4,53.7,1,11.2,10.3,4.2,0
E01004012,Southwark 019C,14.1,2.646175 ,15,24.1,2.9,19.4,2.2,76.8,61.1,1.2,10.6,8.8,4.2,0
E01004013,Southwark 019D,10.5,2.351375 ,13.4,21.6,2.5,15.7,5.4,51.7,52.1,1,10.8,12,5.9,3
E01004014,Southwark 019E,9.2,2.219203 ,11.3,18.6,2.4,12.1,0.7,94.7,52.3,1.1,13.4,11.8,5.4,2
E01003911,Southwark 020A,11.2,2.415914 ,15,24.1,3.9,15,0.7,89.2,62.6,1.2,10.7,9.6,4.5,10
E01003916,Southwark 020B,15.1,2.714695 ,18.1,25.1,9.6,23.6,1.9,68.8,57.2,0.7,12.4,9.2,3.4,6
E01003917,Southwark 020C,11.2,2.415914 ,14.6,18.7,10.2,24.4,1.6,74,61.4,0.9,9.1,11.8,5.9,1
E01003918,Southwark 020D,8.7,2.163323 ,11.5,19.8,3.2,8.4,0.9,95.4,51.5,1.4,12.1,11.9,6.6,1
E01003925,Southwark 020E,8.8,2.174752 ,14.2,14,3.6,8.9,1.7,83.9,55,1.4,11,13.5,7,1
E01003919,Southwark 021A,15,2.708050 ,18.4,23.9,7.4,14.1,2.4,74,61.4,1.5,8.6,10.3,4.6,7
E01003920,Southwark 021B,8.7,2.163323 ,11.6,16.3,3.8,9.4,0,96.2,55.3,0.9,14.2,11.2,5.9,2
E01003921,Southwark 021C,11.9,2.476538 ,12,15,1.9,4.5,0.9,97.8,56.4,1.6,11.4,11.6,6.6,23
E01003922,Southwark 021D,13.9,2.631889 ,12.5,20.7,6.7,13.8,1.5,93.7,59.8,1.5,11.2,11.6,4.5,8
