lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,tenurec_owned_outright,tenurtc_social_rented,good_health,bad_health
E01000486,Brent 006D,7.3,29.1,6.8,34.5,4.4,35.7,3,85.8,4.2
E01000487,Brent 006E,7.2,22.4,8.3,31.7,11.3,25.8,13.1,81.4,5.2
E01000572,Brent 007A,7,26.2,10.2,30.1,11.4,37.4,4.3,88,3
E01000573,Brent 007B,5.9,25.7,9.3,33.4,8.3,37.6,4,84.3,4.3
E01000574,Brent 007C,6.3,22.9,12.9,36.7,9.4,36,5.6,84.7,3.4
E01000575,Brent 007D,6.1,23.5,8.8,31.2,9.4,23.4,6.9,86.4,4.5
E01000577,Brent 007E,9.2,16.1,19.3,23,25.3,6.3,34.2,84.6,5.2
E01000562,Brent 008A,4.3,35.6,9,24.7,8,39.8,7.3,84.6,3.6
E01000563,Brent 008B,5.8,38,9.9,26.9,6.7,44.1,3,82.7,4.6
E01000566,Brent 008C,7.1,32,10.5,30.7,9.5,39.6,3.2,84.9,5.1
E01000568,Brent 008D,3.4,16.1,5,40,8.3,14.5,46.5,89.4,2.8
E01000569,Brent 008E,4.3,34.4,8.1,31.4,9,41,2.3,84.8,2.8
E01000479,Brent 009A,6,32,5.9,31.6,7.6,39.4,2.4,82.6,4.5
E01000481,Brent 009B,11,18.7,18,29.4,20.7,14.9,28.2,82.1,5.5
E01000482,Brent 009C,9.7,14,18,25.3,31.8,7.1,50.4,82.5,6.2
E01000483,Brent 009D,13.4,12.9,21.9,26.8,31.1,9.6,42.6,80.1,7.4
E01000625,Brent 009E,7.2,24.4,10.6,43.8,13.1,26,16,80,6.4
E01000498,Brent 010B,9.8,23.2,13.6,23.3,23,34.4,15.1,82.9,4.5
E01000622,Brent 010D,9.9,16.4,14.2,52.3,18.2,17,13.1,81.6,5.2
E01000626,Brent 010E,14.1,10.2,27.3,35,34.6,4.9,56.8,77.1,7.9
E01033464,Brent 010F,10.3,22.6,13.8,23.9,20.8,38.1,12.7,81.8,5.3
E01000497,Brent 011A,9.4,22.7,15.4,43.8,20.2,25.6,16.9,81.7,5.2
E01000499,Brent 011B,10.2,20.8,19.4,34.8,19.7,28.4,19.6,81.7,6.1
E01000501,Brent 011C,11.2,15.5,22.2,36.9,28.8,13.8,45.6,79.6,7.6
E01000502,Brent 011D,7.8,20.5,13.5,44.7,18.4,24.9,15.2,85.1,3.3
E01000503,Brent 011E,8,21.1,15.8,50.9,17.7,27.7,23.7,81.7,5.4
E01000570,Brent 012A,9.2,25.1,16.4,24.4,20.1,22,21.4,81.4,5.8
E01000571,Brent 012B,8.4,26.6,10.5,27.7,13.5,34.6,2.5,81.7,4.9
E01000576,Brent 012C,5.3,24.2,8.2,26.6,8,35,5.8,83.2,3.2
E01000578,Brent 012D,7.3,22.2,10.4,39.7,11.9,31.8,14.7,78.2,7
E01000564,Brent 013A,6.5,21.5,10.9,31.1,13.6,22,6.1,86.3,2.9
E01000565,Brent 013B,10.2,24.9,11.5,25.4,16.4,23.1,25.2,82.6,5
E01000607,Brent 013C,6.8,18.9,10.9,21.4,10.4,26.8,4,85.3,4.2
E01000608,Brent 013D,6.8,15.4,13.1,19.6,14.9,19.1,18.8,85.7,4.8
E01000613,Brent 013E,7.3,20.2,12.7,26.8,15.5,12.2,16.6,84.2,5
E01000506,Brent 014A,11.6,13.7,15.7,42.4,25.4,10.7,24.8,83.3,5.7
E01000509,Brent 014B,9.6,27,13.3,33.4,20.9,37,6.7,81.5,6.3
E01000510,Brent 014C,7.1,17.6,18.2,41,16,23.6,10.7,84.7,4.2
E01000511,Brent 014D,8.5,16.6,15.3,40.5,19.9,21,10.1,83.2,4.8
E01000627,Brent 014E,11.5,15.3,18.5,34.7,25.5,15.5,32.5,82.6,5.4
E01000628,Brent 014F,10.9,15.8,14.8,34.1,23.2,20.5,19.9,81.9,5.1
E01000553,Brent 015A,7.5,16.4,12.5,48.6,14.2,19.5,14.5,83.2,5.1
E01000554,Brent 015B,7.1,19,13.8,56.5,15.6,18.3,16.4,83.7,5.2
E01000555,Brent 015C,5.6,22.3,10,56.4,8.8,29.5,8.8,85,5.5
E01000556,Brent 015D,10,15.4,12.5,46.7,17,9.2,19.1,86,4.4
E01000557,Brent 015E,7.1,21,8.5,52.1,10.2,13.2,10.8,85.1,4.8
E01000558,Brent 015F,8,19.2,9.2,63.7,9.5,17.1,20.8,84.4,4.8
E01000567,Brent 016A,6.8,23.5,11.1,35.4,11.4,28.4,15.6,83.5,6
E01000606,Brent 016B,5.4,19,13.2,26.1,16.7,27.5,12.3,82.3,5
E01000609,Brent 016C,7.2,20.9,11.6,26,15.2,23.4,12.2,84.8,4.5
E01000611,Brent 016D,9.2,18.9,12.8,17.7,16,19.8,24.9,80.9,6.9
E01000615,Brent 017B,7.9,24.5,14.9,23,28.7,19.5,7.3,83.3,4.3
E01000617,Brent 017C,6.9,24.1,7.6,23.7,15.7,31.4,12.7,82.3,5.9
E01000618,Brent 017D,7.8,26,12.2,24.3,25,36.2,11.4,79.4,5.3
E01000619,Brent 017E,6.8,27.9,14.6,17.4,29,42.5,7,82,5
E01033424,Brent 017F,16.3,17.7,11.1,26.1,26.5,2.5,41.5,84.6,5.1
E01033457,Brent 017G,5.1,21.5,7.5,27.9,8.9,20.8,4.3,87,2.9
E01000504,Brent 018A,5.1,21.7,9.5,59.2,14,18.8,20.7,83.9,5.4
E01000505,Brent 018B,9.2,20.2,15,40.5,17.9,29.7,28.8,83.2,4.5
E01000507,Brent 018C,8,25.4,14,42.5,13.8,34.1,15,80.5,4.8
E01000512,Brent 018D,7,21,11.3,62.7,11,26.2,11.3,85.6,3.8
E01000559,Brent 018E,7.4,23.1,8.5,61.1,13.3,10.8,24.2,83.5,4.7
E01000610,Brent 019A,7.4,19.6,11.4,20.5,14.1,23.2,17.4,80.8,7.2
E01000612,Brent 019B,5.9,20.3,10.6,23.8,9.3,24.6,16.9,81.8,5.7
E01000631,Brent 019C,5.6,23.8,9,15.3,8.9,33.3,3.4,83.8,5.6
E01000633,Brent 019D,7,17.7,8.8,9,6.3,27.6,9.7,82.3,5.7
E01000634,Brent 019E,7.9,16.8,14.5,14.1,19.4,16.1,17.4,85.5,4.1
E01000616,Brent 020A,7.1,19.5,8.9,29.8,13.8,24.9,9.4,85.5,4.2
E01000620,Brent 020B,7,25.2,11.2,17.8,19.3,37.4,3.6,80.5,8.9
E01000621,Brent 020C,7.2,19.5,13,23,22.7,30.5,4.7,82.9,3.9
E01000635,Brent 020D,9.1,19.4,12,18.3,18.4,14.9,18.5,84.2,4.8
E01000636,Brent 020E,6.9,24.1,10.4,17.5,14.6,33,4.6,81,4.9
E01000596,Brent 021A,17.3,10,28.6,24.1,45.5,8.1,61.9,77.9,7.1
E01000601,Brent 021B,11.1,8,31.2,24.4,45.6,7.1,60,82,5.9
E01000602,Brent 021C,13.7,14.3,23.6,21.8,42.4,15.4,57,79.6,7.1
E01000603,Brent 021D,11.7,15.1,25.2,27.1,40.6,10.6,29.9,82.1,6.1
E01000604,Brent 021E,13,12.6,28.8,22,48.9,4.4,72.4,79.3,6.2
E01000605,Brent 021F,14.2,11.8,30.9,29.2,41.3,7.6,74.7,77.6,7.7
E01000488,Brent 022A,6.6,17.4,14.8,43.8,14.3,18.4,21.4,85,4.6
E01000637,Brent 022B,9.1,16.2,13.1,51,20.3,14.6,24.1,82.5,6.7
E01000639,Brent 022C,7.5,21.1,8.4,58.7,12.7,12.3,13.3,88.6,3.5
E01000642,Brent 022D,7.5,20.8,8.7,58.3,12.8,8.1,18.5,86.6,4.5
E01000644,Brent 022E,7.5,16.3,14,49.4,15.7,15.5,26.9,84.1,4.8
E01000490,Brent 023A,5.5,21.2,8.4,65.4,9.8,11.7,16.1,86.5,5.2
E01000494,Brent 023B,9.6,18.2,8.1,54.8,11.2,19.1,20.6,81.6,6.2
E01000495,Brent 023C,7.3,15.9,7.5,61.4,13.9,10.6,39.1,76.9,9.3
E01000560,Brent 023D,6.7,20.8,8.5,73.6,6.6,17.1,16.5,87.2,3.6
E01000561,Brent 023E,5.4,18,10.4,56.6,16.4,12.3,36.8,84.3,4.9
E01000638,Brent 024A,11.3,14.5,17.5,45.5,17.1,10.8,24.5,83.9,4.1
E01000640,Brent 024B,9.1,14.2,14.6,40.8,17.1,10.6,16.8,83.7,4.2
E01000641,Brent 024C,8.6,13.6,16.9,42.5,24.4,12.6,28.7,83.5,4.6
E01000643,Brent 024D,10.9,9.6,21.8,34.9,32.4,7,59.2,79.5,6.9
E01000508,Brent 025A,14.3,14.2,19.3,34.6,39.5,11.3,41.2,78.9,6.8
E01000521,Brent 025B,16.1,11.3,20.9,29.4,35.1,8,36.8,78.9,8.2
E01000522,Brent 025C,11.2,13.2,25.5,38.3,39.3,12.4,42.7,81,6.3
E01000526,Brent 025D,14.2,8.6,29.2,25.9,47.5,6.3,65.7,77.7,8.3
E01000527,Brent 025E,12,12.3,22.3,36.1,37.8,14.3,30.4,81.5,6.1
E01000528,Brent 025F,16.9,10.7,23.8,20.6,55.3,3.5,73.5,79,6.8
E01000471,Brent 026A,6.3,22.2,13.6,23.8,12.4,25.4,10.4,84.8,4.5
E01000474,Brent 026B,7,21,11.6,10.3,11.4,24.8,22.2,84,4.3
E01000476,Brent 026C,7.1,28.8,11.6,15.1,12.4,36.9,8.8,82.2,3.7
E01000477,Brent 026D,7.1,17.4,12.8,23,16.8,18.9,10.8,84.2,4.1
E01000630,Brent 026E,9.6,15.6,16.9,15.5,20.9,12.6,40.5,81,6.5
E01000595,Brent 027A,13.3,10,25.6,26.2,43.6,12.4,49.1,81.1,7.2
E01000599,Brent 027D,12.1,12.1,24.5,23.2,55.1,0.8,75.1,80.4,7.2
E01000600,Brent 027E,13.2,11.2,22,23.3,48.4,4.3,61.3,80.4,7.4
E01033456,Brent 027F,17.3,8.5,27.5,16.3,57.2,3.4,79.3,79,6.9
E01000545,Brent 028A,7,21,8.6,63.6,10.4,9.7,24.2,85.6,5
E01000546,Brent 028B,5.2,22.2,10.3,66,10.5,14.8,19.8,84.6,5
E01000547,Brent 028C,7.6,21.2,10,62.6,14.8,15.6,27.9,83.8,5.2
E01000548,Brent 028D,7.3,21.9,9,61.5,14.9,8.9,29.1,82.5,5.8
E01000549,Brent 028E,4.8,24.7,9.7,67.4,10.4,17.3,16.1,87.7,3.8
E01000472,Brent 029A,6.7,21.1,10.4,33.1,8.5,14.1,5.7,86.2,4.1
E01000473,Brent 029B,7,22.3,9.2,8.7,7.1,26.2,12.3,81.4,4.7
E01000475,Brent 029C,7.4,21.8,12.9,21,12.2,24,15.9,84.9,4.8
E01000478,Brent 029D,5.9,23.9,12.5,15.3,8.8,32.9,10.1,81.4,4.7
E01000632,Brent 029E,6.6,24.3,6.4,7.5,5.5,36.9,2.4,81,5.9
E01000489,Brent 030A,4.8,19.9,9.8,51.7,11.6,25.8,24.1,81.8,6.5
E01000491,Brent 030B,6.4,17.7,11.4,54.4,10.9,20.1,24.2,84.2,5.1
E01000492,Brent 030C,5.8,22.1,10.3,60.5,9.7,33.6,9.6,81.2,5.4
E01000493,Brent 030D,7.6,25.6,10.7,58.9,11.7,37.4,7.3,84.4,5.1
E01000581,Brent 030E,4.8,19.7,14.3,67.2,14.1,21.9,19.9,87.5,4
E01000523,Brent 031A,11.1,12.7,20.3,39.5,34.4,9.4,32.4,83.8,5.1
E01000524,Brent 031B,13,11,22.7,31.6,39.5,5.2,38.9,83.3,5.6
E01000525,Brent 031C,13.1,12,22.8,39.5,36.2,8.5,44.3,81.9,6.5
E01000533,Brent 031E,11.5,12.6,17.5,41.7,32.9,7.7,38.9,79.8,6.6
E01000535,Brent 031F,9.4,17.6,15.8,51.8,23.1,14.8,15.7,84.3,5.3
E01033455,Brent 031G,12.4,13.8,15.6,39.5,29.7,8.2,23.4,83.6,5.7
E01033485,Brent 031H,13.4,11.8,20.5,35.5,33.1,9.5,38.9,79.8,7.2
E01000579,Brent 032A,7.9,15.5,16.7,58.6,19.6,19.5,23.1,84.4,5
E01000580,Brent 032B,6,24.1,9.7,73.4,9.2,25.5,19.6,85.8,4.4
E01000582,Brent 032C,4.5,21.3,10.7,74.6,7.7,25.6,14.6,88.1,2.7
E01000583,Brent 032D,6.1,21.1,10,66.5,10.4,14.7,22.3,85,5.5
E01000586,Brent 032E,5.9,17,12.1,53.2,16.2,8.2,22.6,87.7,4.4
E01000530,Brent 033A,5.2,23.4,14.3,55,15.7,29.7,13.3,85.1,4.3
E01000531,Brent 033B,7.8,16.2,13.2,52.5,22.4,14.2,25.7,82.8,6.3
E01000532,Brent 033C,7.2,18.6,13,53.3,24.4,16.5,37.1,84.5,5.8
E01000534,Brent 033D,7.3,16.7,13.7,51,20.5,22.3,14.9,85.2,4.5
E01000584,Brent 033E,6.4,24.4,12.4,53.1,13.9,29.6,12.4,82.1,5
E01000585,Brent 033F,6.4,19.4,10.6,58.4,15.6,20.5,21.4,84.8,4.2
E01000544,Brent 034A,11.6,11.2,15.6,33.5,36.7,4.4,63.5,82.3,6.8
E01000550,Brent 034B,11.4,18,17.1,46.3,27.6,6.4,59.6,79.4,7.7
E01000551,Brent 034C,17.7,10,21.9,29.4,43.6,4,79.4,79.1,7.5
E01000552,Brent 034D,18.2,7.8,19.7,23,49.4,2.3,85.8,76.7,9.6
E01000779,Bromley 001A,5.9,32.5,7.8,80.1,5.5,38.1,8.9,78.4,5.2
E01000780,Bromley 001B,7.7,27.9,18.8,77.2,11.8,26.3,28.8,80,5.3
E01000781,Bromley 001C,11.8,20.2,24.4,80.8,10.3,12.5,46.7,79.1,6.4
E01000782,Bromley 001D,10.2,17.8,21,77.7,13.1,12.8,48.4,77.7,7.1
E01000783,Bromley 001E,11,20.1,23.8,81.6,9,16.3,38.8,79.8,6.9
E01000785,Bromley 001F,8.6,23.2,18.2,85.7,7.5,21.3,39.6,76.2,6.9
E01000689,Bromley 002A,5.5,27.5,11.3,84.9,2.6,26,24.2,78.9,7.7
E01000690,Bromley 002B,3.8,35,9.9,87.2,2.8,37.3,6,87.7,2.6
E01000691,Bromley 002C,4.8,27.1,12.8,88.7,2.9,28.4,19.5,82.1,4.7
E01000692,Bromley 002D,3.7,34.7,9.9,92.6,2,34.1,4.6,87.3,2.7
E01000784,Bromley 002E,4.6,33.3,10.5,87.8,3.7,28.9,7.7,87.8,3.1
E01000799,Bromley 004A,8.2,23.5,13.6,65,19.5,18.5,16.8,86,3.8
E01000802,Bromley 004B,7.8,22.1,9.9,67.1,17.5,18.1,24.8,83.2,4.4
E01000803,Bromley 004C,6.4,24.9,12.7,68.8,17.5,17,24.5,85.5,4.2
E01000804,Bromley 004D,4.7,36.5,7.3,74.7,12.3,40.3,4.6,85.5,3.3
E01000805,Bromley 004E,7.5,24.5,15.6,72.9,14.2,21.1,20.8,82.1,4.2
E01000740,Bromley 005A,7.3,15,12.5,52.7,29.6,7.5,22.4,86.4,3.1
E01000741,Bromley 005B,10.1,18.6,13.9,61.9,23.4,8.8,37.3,82.5,5.5
E01000742,Bromley 005C,8,19.1,13.2,64.9,21.3,8.8,26.4,86,3.1
E01000745,Bromley 005D,8.5,20.8,13.6,62.3,21.7,12.5,25.5,83.7,4.2
E01000746,Bromley 005E,6.6,23.3,12.2,70.3,14.5,14.4,21.1,85.8,4.1
E01000709,Bromley 006A,5.7,22.5,4.8,85.3,3.6,28.7,19.7,79.7,5.9
E01000710,Bromley 006B,3.8,29.5,6.4,82.4,6,29.8,6.7,87.6,2.6
E01000711,Bromley 006C,4,28.3,4.9,83.7,5.1,25.4,11.8,84.5,4.9
E01000714,Bromley 006D,5.7,27.6,7.2,83.5,4.1,24.5,4.8,87.5,3.2
E01000718,Bromley 006E,9.3,22.2,16.6,70.5,13.2,16.1,33.1,85.9,4.3
E01000645,Bromley 007A,3.2,45,3.5,85.5,1.1,49.3,0.6,87.6,2.5
E01000649,Bromley 007B,3.6,34.1,8.7,81.6,4.6,42.2,5.9,85.7,4.7
E01000694,Bromley 007C,3.2,43,3.6,87.3,2.5,55.1,0.9,85.2,3
E01000695,Bromley 007D,2.7,41.4,6.8,93.7,1.3,43.5,4.1,85.3,3.9
E01000696,Bromley 007E,2.8,36.4,6.6,90.6,1,50.4,0.8,85.1,4.1
E01000697,Bromley 007F,4.2,32.8,4.8,90.4,1.1,34,1.7,87.5,3
E01000674,Bromley 008A,4.1,22.4,6.7,81.6,5.2,23.3,20.1,84.1,4.9
E01000676,Bromley 008B,7.6,20.6,12.2,77.7,6.4,17.3,23.9,83.5,4.6
E01000820,Bromley 008C,4.6,26.4,9.6,84.8,4.2,25,21.9,81.5,5.4
E01000822,Bromley 008D,6.4,27.1,11.3,80.4,7.7,24.8,16.4,85.9,4.2
E01000823,Bromley 008E,4.1,29.3,7.9,88.7,2.8,22.8,8.3,89,2.3
E01000824,Bromley 008F,6.4,25.1,10.5,84.4,5.2,18.7,15.6,86.2,4
E01000825,Bromley 008G,6.8,23.8,10.9,84.3,4.2,25.7,12.5,83.6,5
E01000743,Bromley 009A,10.2,14.7,21.8,61,24.5,6.1,47.2,76,8.1
E01000744,Bromley 009B,13.5,15.7,21.6,58.7,27.8,8.5,61.9,74.5,10.1
E01000796,Bromley 009C,12.5,14.7,29.2,49.1,34.7,4.2,74.5,80.6,5.7
E01000798,Bromley 009D,15.6,12.6,22.7,57.9,26.6,7.2,56.7,77.7,7
E01000800,Bromley 009E,10.3,15,15.9,58.2,27.4,12.8,29.6,82.7,5.4
E01000806,Bromley 009F,10.3,15.1,19.8,54.2,29.2,6.5,40,84.7,4.1
E01000693,Bromley 010A,3.6,37,4,81.2,2.5,47.4,8.2,80.9,5.5
E01000698,Bromley 010B,4.6,47.4,7.1,82.2,4.3,56.7,1.4,84.9,2.9
E01000736,Bromley 010C,7.6,26.7,15.5,90.3,3.1,24.6,30.4,80.6,5.1
E01000737,Bromley 010D,7.2,26.6,16.9,85.5,6.2,25.5,32.1,76,8.6
E01000672,Bromley 011A,3,31.7,9.1,82.8,4.2,36.6,3.4,85.4,4.1
E01000673,Bromley 011B,4.1,30.6,9.2,83.7,5.3,32.5,8.1,87.6,3.4
E01000716,Bromley 011C,3.9,32.8,5.7,87.4,2.9,41.6,6.1,83.4,4.8
E01000717,Bromley 011D,4.1,28.2,7.9,86.9,3.7,30.5,5.7,85.6,2.9
E01000828,Bromley 011E,4.1,27.9,8.1,83.2,3.7,34.7,13.3,83.6,4.1
E01000712,Bromley 012A,2.6,31.1,6.4,82,4,33.8,2.4,88.1,2.4
E01000713,Bromley 012B,4,30.4,7.5,82.9,7.6,31.4,4.3,87,2.7
E01000715,Bromley 012C,4.1,30.7,4.5,87,2.7,35.5,5.3,83.6,3.4
E01000770,Bromley 012D,3.5,35.9,3.2,89.9,1.6,50.1,0.9,85.7,3.3
E01000772,Bromley 012E,2.4,33.7,4.9,87.6,3,48.8,4.2,82.6,4.2
E01000700,Bromley 013A,4.7,25.8,14.7,82.4,7.9,16.8,17.6,84.6,4.1
E01000702,Bromley 013B,5.2,29.4,9.6,81.2,7.8,25.5,8,88.3,2.9
E01000703,Bromley 013C,4.5,25.5,10.8,85.9,4.5,23.3,9.7,88.1,3.1
E01000706,Bromley 013D,4.7,23.9,11,80.8,8.7,24.5,17.6,82.3,3.9
E01000797,Bromley 013E,4.6,30.5,7.4,84.7,4.9,29,14,87.4,4.4
E01000729,Bromley 014A,13.1,17.8,18.7,83.2,8.6,14.1,59.8,77.5,7.6
E01000730,Bromley 014B,10.2,16.5,28,83.9,9.4,12.2,54.7,80.5,6.9
E01000735,Bromley 014C,9.4,22.1,16.2,86.7,6.5,22.2,36.7,79.2,6.1
E01000738,Bromley 014D,5.4,32.4,13,85.6,6.8,34.7,15,77.4,5.6
E01000739,Bromley 014E,8.6,19.1,20.8,82.7,10.7,16.7,53,75.5,9.3
E01000699,Bromley 015A,9.7,19.3,15.1,65.7,19.6,14.7,21,85,4.4
E01000701,Bromley 015B,6.3,25.5,10.7,75,12.8,22.9,8.5,85.2,4.6
E01000704,Bromley 015C,5.6,25.3,10.8,75,13.8,29,5.1,84.8,3.5
E01000705,Bromley 015D,7.7,22.7,13.6,62.3,22.1,21.1,18.8,85,3.7
E01000801,Bromley 015E,7.5,22.2,15.4,69.9,14.9,25.1,19.7,80.2,6.4
E01000646,Bromley 016A,3.6,28.3,8.2,83.9,3.8,31.3,4.8,83.5,5.1
E01000647,Bromley 016B,4.1,32.4,12.4,87.4,3,27.9,4.9,89.2,1.5
E01000648,Bromley 016C,4,30.2,9.9,84.8,3.2,30.7,3.3,89,2.3
E01000653,Bromley 016D,4.2,36.8,6.9,86.4,2.1,49.8,10.4,81.5,4.5
E01000678,Bromley 016E,4.6,28.5,9.6,83.7,5,31.8,6.8,87.5,2.9
E01000670,Bromley 018A,5,30.6,9.6,77,5,31,9.7,89.2,2.3
E01000675,Bromley 018B,4.5,29.4,8.4,77.3,6.1,29.4,3.6,87.1,3.2
E01000677,Bromley 018C,5.9,26.3,11.8,82.4,5.6,22,4,88.2,2.7
E01000762,Bromley 018D,5.8,31.1,7.5,83.5,2.2,42.7,2.2,83.8,3.9
E01000829,Bromley 018E,4.1,27,8.4,82.2,4.6,30.7,6,87.9,2.7
E01000719,Bromley 019A,7.6,23,17.6,82,10.5,20.5,24.9,82.1,5.6
E01000720,Bromley 019B,10.2,22.9,20.4,80,11.9,16.8,32.8,82.4,4.8
E01000721,Bromley 019C,13.3,18.1,24.8,78.1,12.1,10.1,57.4,77.6,6
E01000724,Bromley 019D,12.9,18.7,25.7,77,15.5,12.6,56.5,80.1,6.5
E01000728,Bromley 019E,5.4,33,15.4,86.4,6.3,34.4,17.5,79.9,6.3
E01000651,Bromley 020A,3.8,28.4,5.9,89.4,1.3,35.8,11.3,79.8,7.1
E01000668,Bromley 020B,3.9,25,11.1,86.1,3,25,8,86.8,3
E01000669,Bromley 020C,5.7,26.2,11.9,89.8,3,28.5,6.1,86.4,3.5
E01000671,Bromley 020D,4.5,25,7.8,82.7,4.6,27.4,12.4,84.9,3.9
E01000679,Bromley 020E,4.2,26.9,13.3,86.7,4.4,27.9,2.9,88.5,2.2
E01000826,Bromley 021A,2.8,43,3.7,87.9,2.5,48.5,0,89.4,1.5
E01000827,Bromley 021B,5.1,33.3,5.8,81.6,3.5,44.8,4.6,84.8,3.5
E01000830,Bromley 021C,3,44.7,6.1,85.3,2.5,54.2,0.4,89.8,1.7
E01000831,Bromley 021D,4.3,30.7,5.7,86.3,1.8,43.2,9.8,85.6,4
E01000833,Bromley 021E,4.1,34.4,9.5,88.1,2.3,44.7,0.6,90.6,1.8
E01000650,Bromley 022A,4.2,32.8,7.7,82.2,2.9,37.6,16.9,85.3,3.9
E01000652,Bromley 022B,2.6,38.2,8,89.7,2.2,48,3,84.9,4
E01000807,Bromley 022C,4.2,37,10.1,90.3,1.9,42.7,2.9,88,2.3
E01000809,Bromley 022D,4.5,39.3,6.8,94,2.3,49.8,1.4,85.4,3
E01000722,Bromley 023A,6.5,31.1,13.5,88.2,4.8,27.7,12.4,82.1,4.8
E01000725,Bromley 023B,8.1,23,15.4,90,4.7,20.9,30.1,80.7,4.7
E01000731,Bromley 023C,8,30.1,23.3,84.2,8,28.6,26.5,81.1,5.4
E01000732,Bromley 023D,5.6,36.3,11.2,88.1,3.9,37.6,14.1,83.2,5.4
E01000733,Bromley 023E,6.9,29.5,14.4,89.3,4.8,32.4,21,80.9,5.8
E01000769,Bromley 024A,3.5,34.1,13.7,83.9,7.9,35,15.2,83.4,4.4
E01000773,Bromley 024B,3.6,34.2,10.2,87.7,3.7,35.5,14.7,84.6,3.9
E01000775,Bromley 024C,3.4,29,9.7,80.7,6.3,34.3,4.4,87.7,2.6
E01000777,Bromley 024D,4.3,34,11.3,84.4,7,40.2,1.4,87.4,3.4
E01000778,Bromley 024E,5,27.7,11.3,82.7,6.3,32.4,13.4,86.8,2.8
E01000808,Bromley 025A,3.5,40.5,7.2,89.8,1.2,44.2,5.8,85.5,3.5
E01000810,Bromley 025B,3.7,45.2,6.3,92.1,1.1,53.6,0.2,87,3.2
E01000811,Bromley 025C,3.4,34.3,8.6,91.4,0.7,38.5,0.9,84.5,3.3
E01000813,Bromley 025D,4.2,41.8,6.4,90.1,1.9,53.8,0.8,83.4,4
E01000815,Bromley 025E,2.1,46.6,5.2,92.2,1.8,53.7,0.4,89.5,2.7
E01000661,Bromley 026A,11.3,17.6,30.4,79.2,8.8,13,56.8,78,7.2
E01000662,Bromley 026B,7.7,28.4,14.9,83.2,6.7,30,18.8,81.3,5.3
E01000663,Bromley 026C,6,26.4,14.7,87,3.8,27.1,27.9,80.6,5.9
E01000664,Bromley 026D,7.5,27.8,16,86.6,5.2,33.5,20.9,84.5,3.9
E01000763,Bromley 027A,3.3,38,7.8,91.9,1.5,45.1,0.6,87.6,2.5
E01000764,Bromley 027B,3.7,28.3,13.9,89.2,5.4,40.3,13.3,83.5,4.1
E01000766,Bromley 027C,2.8,40.5,6.8,92.8,1.1,49.8,0.5,87.9,2
E01000767,Bromley 027D,3.4,38,7.4,92.6,1.6,46,0.5,88.1,2.6
E01000834,Bromley 027E,2.5,33.6,10.8,90.8,2.3,33.8,1.1,89.8,1.3
E01000727,Bromley 028A,6,33.8,9,90.7,3,40.5,11.4,81.2,6.2
E01000734,Bromley 028B,4.4,31.2,16.4,87.9,5.1,36.7,10.5,85.4,3.4
E01000790,Bromley 028C,5.4,26.9,10,80.7,3.9,28.8,10.9,85.6,4
E01000812,Bromley 028D,3.9,35.1,9.2,88.7,1.7,38.3,10.7,83.2,4.3
E01000814,Bromley 028E,2.4,48.2,4.3,88.9,1.2,51.8,0,89.2,2.2
E01000723,Bromley 029A,5.9,45.8,8.7,95.2,2.6,54.2,2.1,76.3,6.2
E01000726,Bromley 029B,3.1,36.4,9.2,90.2,4.1,43.6,2.5,80.7,5.9
E01000787,Bromley 029C,7.7,30.4,11.1,91.2,3.8,39.4,14.8,78.6,5.8
E01000788,Bromley 029D,6.3,34.8,11.8,82.6,5.8,37.4,14.4,81.8,4.8
E01000791,Bromley 029E,5,38.6,8.7,90.2,3.6,49.4,7.6,81,4.9
E01000832,Bromley 030A,3.7,34.8,5.9,85.6,3.2,48.3,0.7,85.4,3.1
E01000835,Bromley 030B,3.9,23.1,15.4,89.2,2.5,36.4,3.1,85.8,3.2
E01000836,Bromley 030C,3.1,32.8,11.8,89.1,2,39.6,0.8,90,2.1
E01000837,Bromley 030D,4.4,28.9,9.3,85.3,4,42.8,7.7,81.8,5.3
E01000838,Bromley 030E,2.7,37.2,7.1,90.3,2,50.7,1.5,82,4.7
E01000839,Bromley 030F,3.5,43.1,6.9,91.1,2.6,47.3,0.7,89.7,1.7
E01000840,Bromley 030G,3,45,4.2,93.4,2.3,44.4,21,79.4,5
E01000841,Bromley 030H,3.3,36.5,7.8,91,1.7,49.2,1.3,86.4,2.6
E01000753,Bromley 031A,3.9,41.1,6.5,93.5,1.2,55.7,0.8,82.9,4.2
E01000754,Bromley 031B,4.6,28.7,11.3,89.5,1,47.8,1.6,84.8,2.4
E01000755,Bromley 031C,2.9,35.1,7.5,91.8,0.9,50.2,1.1,85.2,3.2
E01000757,Bromley 031D,2.7,46.4,5,94.6,0.1,57.4,0.5,86.8,2.5
E01000758,Bromley 031E,2.9,40.8,7.8,90.5,1.6,47,6.1,84.2,3.3
E01000786,Bromley 032A,4.6,48.6,7.2,93.2,2,61.2,4.3,80.7,4.2
E01000789,Bromley 032B,14.2,15.4,29.8,79.6,11.5,7.3,68.2,82.9,4.8
E01000792,Bromley 032C,6.4,36.2,14.5,82.8,9.8,48,12.6,80.6,4.9
E01000793,Bromley 032D,3.1,46.3,5.6,93,0.4,54,1.6,83.5,3.8
